"","ensembl_gene_id","description","external_gene_name","chromosome_name","gene_biotype","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000035355","ENSMUSG00000035355","potassium voltage-gated channel, subfamily H (eag-related), member 4 [Source:MGI Symbol;Acc:MGI:2156184]","Kcnh4","11","protein_coding",-0.409498305757031,2.71404229528761,-3.85295182392013,0.00025683543730373,0.014617244111699,0.170219045276982
"ENSMUSG00000021365","ENSMUSG00000021365","neural precursor cell expressed, developmentally down-regulated gene 9 [Source:MGI Symbol;Acc:MGI:97302]","Nedd9","13","protein_coding",-0.193212446978329,3.53754663104992,-3.84150007981013,0.000265857926627535,0.0150169749908974,0.190582983263592
"ENSMUSG00000035711","ENSMUSG00000035711","docking protein 3 [Source:MGI Symbol;Acc:MGI:1351490]","Dok3","13","protein_coding",-0.265270615799533,3.90672439755537,-3.83379750684746,0.00027345009625717,0.0153879688998651,0.100124563430207
"ENSMUSG00000014470","ENSMUSG00000014470","ring finger protein 166 [Source:MGI Symbol;Acc:MGI:1915968]","Rnf166","8","protein_coding",-0.111643476088039,4.86895211645721,-3.83173158584951,0.000274725129140808,0.0154020338258979,-0.0526437157859494
"ENSMUSG00000024097","ENSMUSG00000024097","serine/arginine-rich splicing factor 7 [Source:MGI Symbol;Acc:MGI:1926232]","Srsf7","17","protein_coding",-0.109408355472467,6.31685835300034,-3.82296201557084,0.000282926131433044,0.0155144712583266,-0.16467663091252
"ENSMUSG00000033450","ENSMUSG00000033450","T cell activation Rho GTPase activating protein [Source:MGI Symbol;Acc:MGI:3615484]","Tagap","17","protein_coding",-0.415646312564598,-0.46096090454672,-3.82176266397314,0.000284065772513759,0.0155203208437063,-0.0669335458508913
"ENSMUSG00000029798","ENSMUSG00000029798","hect domain and RLD 6 [Source:MGI Symbol;Acc:MGI:1914388]","Herc6","6","protein_coding",-0.182289083575877,1.86536345885665,-3.81950689468444,0.000286221148421159,0.0155814230254634,0.197608181278147
"ENSMUSG00000052748","ENSMUSG00000052748","SWT1 RNA endoribonuclease homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914125]","Swt1","1","protein_coding",-0.146877846111399,2.97509366802526,-3.81507932491189,0.000290497255009548,0.0157004361745268,0.189003269290274
"ENSMUSG00000079605","ENSMUSG00000079605","zinc finger and BTB domain containing 9 [Source:MGI Symbol;Acc:MGI:1918022]","Zbtb9","17","protein_coding",-0.488922012512809,-1.32692571185446,-3.80530881848421,0.00030015082109287,0.0161640361538365,-0.507829988661822
"ENSMUSG00000038506","ENSMUSG00000038506","DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142792]","Dcun1d2","8","protein_coding",-0.0721082429187074,5.45710466329598,-3.80156657668945,0.00030392893206685,0.0162995894436829,-0.206645699683734
"ENSMUSG00000034610","ENSMUSG00000034610","terminal uridylyl transferase 4 [Source:MGI Symbol;Acc:MGI:2445126]","Tut4","4","protein_coding",-0.112998266912082,5.18719392047349,-3.79988326771206,0.000305643167468017,0.0162995894436829,-0.188111400954441
"ENSMUSG00000002289","ENSMUSG00000002289","angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]","Angptl4","17","protein_coding",-0.459054358571976,1.11300252334096,-3.7991364387869,0.000306406675242868,0.0162995894436829,0.194904708261573
"ENSMUSG00000005621","ENSMUSG00000005621","zinc finger protein 592 [Source:MGI Symbol;Acc:MGI:2443541]","Zfp592","7","protein_coding",-0.071495055587226,5.36330020705946,-3.79689087363181,0.000308713393291697,0.0162995894436829,-0.205590416283517
"ENSMUSG00000079484","ENSMUSG00000079484","phytanoyl-CoA dioxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:3612860]","Phyhd1","2","protein_coding",-0.238834249344054,1.3443309007372,-3.79192743309866,0.000313871063358021,0.0164892053390009,0.190827456533599
"ENSMUSG00000026659","ENSMUSG00000026659","dual specificity phosphatase 12 [Source:MGI Symbol;Acc:MGI:1890614]","Dusp12","1","protein_coding",-0.135124829978106,2.36513522631668,-3.78687064380005,0.000319210411264076,0.0167112767569434,0.159400087905369
"ENSMUSG00000019842","ENSMUSG00000019842","TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599]","Traf3ip2","10","protein_coding",-0.214288531409458,2.71011498144645,-3.78184521529816,0.000324602607764024,0.0168752179931261,0.129153184427669
"ENSMUSG00000025402","ENSMUSG00000025402","Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]","Nab2","10","protein_coding",-0.165605446658962,4.85247088240818,-3.77909476051872,0.00032759055299348,0.0168752179931261,-0.201380493676266
"ENSMUSG00000023826","ENSMUSG00000023826","parkin RBR E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1355296]","Prkn","17","protein_coding",-0.169831788675146,2.87215607677267,-3.77851282772619,0.000328226094030505,0.0168752179931261,0.0858109843855726
"ENSMUSG00000045098","ENSMUSG00000045098","lysine methyltransferase 5B [Source:MGI Symbol;Acc:MGI:2444557]","Kmt5b","19","protein_coding",-0.0926611802801478,6.10858342336357,-3.77751687741169,0.00032931652760044,0.0168752179931261,-0.303328069977285
"ENSMUSG00000074269","ENSMUSG00000074269","REC114 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1920923]","Rec114","9","protein_coding",-0.453761733845897,-0.877815816293827,-3.77746975123838,0.000329368210212394,0.0168752179931261,-0.348298363456469
"ENSMUSG00000014245","ENSMUSG00000014245","phosphatidylinositol glycan anchor biosynthesis, class L [Source:MGI Symbol;Acc:MGI:2681271]","Pigl","11","protein_coding",-0.137499132531103,2.86750143230048,-3.77670868715823,0.000330203932777309,0.0168752179931261,0.0865920486910525
"ENSMUSG00000020362","ENSMUSG00000020362","CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]","Cnot6","11","protein_coding",-0.159673965202372,5.64094341950889,-3.77545614571278,0.000331583759570658,0.0168882914832174,-0.289678106721353
"ENSMUSG00000055560","ENSMUSG00000055560","zinc finger protein 459 [Source:MGI Symbol;Acc:MGI:3040701]","Zfp459","13","protein_coding",-0.319120354573562,-0.211243651596379,-3.77014454153886,0.000337496609741447,0.0171201336879461,0.0157144579332753
"ENSMUSG00000106864","ENSMUSG00000106864","general transcription factor IIIC, polypeptide 2, beta [Source:MGI Symbol;Acc:MGI:1919002]","Gtf3c2","5","protein_coding",-0.09000429595815,4.4139059639102,-3.76932786194095,0.000338414622650249,0.0171201336879461,-0.183589111217159
"ENSMUSG00000034538","ENSMUSG00000034538","zinc finger protein 418 [Source:MGI Symbol;Acc:MGI:2444763]","Zfp418","7","protein_coding",-0.152601960795473,1.75036794863241,-3.76422435123878,0.000344205646352118,0.0172148739367161,0.119125068614509
"ENSMUSG00000078942","ENSMUSG00000078942","NLR family, apoptosis inhibitory protein 6 [Source:MGI Symbol;Acc:MGI:1298222]","Naip6","13","protein_coding",-0.437577148716384,-0.14637590348974,-3.76415946124426,0.000344279883956206,0.0172148739367161,-0.143070733929213
"ENSMUSG00000021514","ENSMUSG00000021514","zinc finger protein 369 [Source:MGI Symbol;Acc:MGI:2176229]","Zfp369","13","protein_coding",-0.0980630852303799,4.94113560032204,-3.76406019212985,0.000344393482703954,0.0172148739367161,-0.264461502596066
"ENSMUSG00000042507","ENSMUSG00000042507","ELM2 and Myb/SANT-like domain containing 1 [Source:MGI Symbol;Acc:MGI:2685106]","Elmsan1","12","protein_coding",-0.180494368507965,5.28173837646893,-3.76385851602815,0.000344870353074977,0.0172148739367161,-0.277212042535504
"ENSMUSG00000025934","ENSMUSG00000025934","glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]","Gsta3","1","protein_coding",-0.262468945313842,0.094311288438548,-3.76212338871493,0.000346617044969126,0.0172447718564937,-0.0283250080987472
"ENSMUSG00000036676","ENSMUSG00000036676","transmembrane and tetratricopeptide repeat containing 3 [Source:MGI Symbol;Acc:MGI:3036255]","Tmtc3","10","protein_coding",-0.128510559021986,3.70240553592885,-3.76002110592725,0.000349046108587911,0.0173083095100111,-0.10651312642011
"ENSMUSG00000029624","ENSMUSG00000029624","pentatricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1919049]","Ptcd1","5","protein_coding",-0.14122043723275,4.43148030726348,-3.75556615622382,0.000354247392788051,0.0175084443310542,-0.223338285634003
"ENSMUSG00000037262","ENSMUSG00000037262","Kin17 DNA and RNA binding protein [Source:MGI Symbol;Acc:MGI:96676]","Kin","2","protein_coding",-0.120961093255965,3.40380243061702,-3.75298410834327,0.000357295812652448,0.0175240083255837,-0.0681874047391728
"ENSMUSG00000021431","ENSMUSG00000021431","small nuclear ribonucleoprotein 48 (U11/U12) [Source:MGI Symbol;Acc:MGI:1915047]","Snrnp48","13","protein_coding",-0.129851991142028,4.82508131624402,-3.7517162869727,0.00035880178519092,0.0175240083255837,-0.294915775152817
"ENSMUSG00000019359","ENSMUSG00000019359","glycerophosphodiester phosphodiesterase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918834]","Gdpd2","X","protein_coding",-0.233360544963162,2.12594497171615,-3.75167315575616,0.0003588531247776,0.0175240083255837,0.0832287308575177
"ENSMUSG00000039473","ENSMUSG00000039473","ubinuclein 1 [Source:MGI Symbol;Acc:MGI:1891307]","Ubn1","16","protein_coding",-0.0633030729619293,6.26287131692416,-3.74899087202846,0.000362059699689204,0.0175240083255837,-0.396925498551941
"ENSMUSG00000015522","ENSMUSG00000015522","aryl hydrocarbon receptor nuclear translocator [Source:MGI Symbol;Acc:MGI:88071]","Arnt","3","protein_coding",-0.123686399742315,5.54293026685874,-3.74743749373251,0.000363929201341948,0.0175240083255837,-0.379199381562207
"ENSMUSG00000022960","ENSMUSG00000022960","downstream neighbor of SON [Source:MGI Symbol;Acc:MGI:1890621]","Donson","16","protein_coding",-0.131422709699987,3.77658945366403,-3.74635165978165,0.000365241480393695,0.0175240083255837,-0.164146039191195
"ENSMUSG00000026303","ENSMUSG00000026303","melanophilin [Source:MGI Symbol;Acc:MGI:2176380]","Mlph","1","protein_coding",-0.395117199285576,0.604287362263015,-3.74607632591868,0.000365574951192473,0.0175240083255837,-0.0261471662328185
"ENSMUSG00000002227","ENSMUSG00000002227","Mov10 RISC complex RNA helicase [Source:MGI Symbol;Acc:MGI:97054]","Mov10","3","protein_coding",-0.20605155823648,3.66652588309429,-3.74598326402254,0.000365687728900097,0.0175240083255837,-0.12212979715141
"ENSMUSG00000042564","ENSMUSG00000042564","family with sequence similarity 227, member A [Source:MGI Symbol;Acc:MGI:1922979]","Fam227a","15","protein_coding",-0.183072101006124,3.15893580264831,-3.74592622127421,0.000365756872974885,0.0175240083255837,-0.065123548321731
"ENSMUSG00000001768","ENSMUSG00000001768","Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]","Rin2","2","protein_coding",-0.181384661005483,4.83059991316164,-3.74492390679207,0.00036719410466316,0.0175240083255837,-0.320644545457418
"ENSMUSG00000030655","ENSMUSG00000030655","SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) [Source:MGI Symbol;Acc:MGI:1919742]","Smg1","7","protein_coding",-0.128950163773593,7.77062829252868,-3.7416725119148,0.000370948309174565,0.0175783162632523,-0.388262617637413
"ENSMUSG00000073664","ENSMUSG00000073664","neurobeachin like 1 [Source:MGI Symbol;Acc:MGI:2444343]","Nbeal1","1","protein_coding",-0.125200359577847,4.68919727556804,-3.74078505708421,0.000372040237718085,0.0175783162632523,-0.332489898316989
"ENSMUSG00000045114","ENSMUSG00000045114","proline-rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1916267]","Prrt2","7","protein_coding",-0.302450783513517,0.327063531537629,-3.7338532075038,0.000380675444496963,0.0178739017298965,-0.0884418173204597
"ENSMUSG00000040495","ENSMUSG00000040495","cholinergic receptor, muscarinic 4 [Source:MGI Symbol;Acc:MGI:88399]","Chrm4","2","protein_coding",-0.271180630370838,3.73867602565543,-3.72796140352051,0.000389558071062258,0.0180651543756495,-0.303645015607684
"ENSMUSG00000022899","ENSMUSG00000022899","solute carrier family 15 (H+/peptide transporter), member 2 [Source:MGI Symbol;Acc:MGI:1890457]","Slc15a2","16","protein_coding",-0.239305278566435,4.38088559867961,-3.72183775127054,0.000396927462135029,0.0182380278855621,-0.305309997187877
"ENSMUSG00000036552","ENSMUSG00000036552","ER membrane associated RNA degradation [Source:MGI Symbol;Acc:MGI:1917317]","Ermard","17","protein_coding",-0.128150806334246,2.84377808886331,-3.71725912223562,0.000402131126772896,0.018420793230984,-0.0957127797810999
"ENSMUSG00000039117","ENSMUSG00000039117","TATA-box binding protein associated factor 4 [Source:MGI Symbol;Acc:MGI:2152346]","Taf4","2","protein_coding",-0.11729123368805,4.78281988914361,-3.71488762766265,0.000405290066738046,0.018452979553755,-0.394301561021155
"ENSMUSG00000051413","ENSMUSG00000051413","pleiomorphic adenoma gene-like 2 [Source:MGI Symbol;Acc:MGI:1933165]","Plagl2","2","protein_coding",-0.132500345646786,3.22809749703321,-3.71211821773687,0.000409009016808,0.0185660437387921,-0.162423818621146
"ENSMUSG00000047767","ENSMUSG00000047767","autophagy related 16-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1920933]","Atg16l2","7","protein_coding",-0.138524675290906,4.37314684672271,-3.71040981983817,0.000411319380398701,0.018614679790634,-0.398467407201506
"ENSMUSG00000037017","ENSMUSG00000037017","zinc finger and SCAN domain containing 21 [Source:MGI Symbol;Acc:MGI:99182]","Zscan21","5","protein_coding",-0.0884147679672851,3.94438575116451,-3.70917200583727,0.000413001118956619,0.0186346600970666,-0.294417820178473
"ENSMUSG00000113450","ENSMUSG00000113450","predicted gene, 49359 [Source:MGI Symbol;Acc:MGI:6121568]","Gm49359","13","protein_coding",-0.324347976835793,0.761174931549639,-3.7080963066782,0.000414467927466564,0.0186448521263028,-0.110778563506913
"ENSMUSG00000016933","ENSMUSG00000016933","phospholipase C, gamma 1 [Source:MGI Symbol;Acc:MGI:97615]","Plcg1","2","protein_coding",-0.0708411725803382,6.85417805195944,-3.70186960816718,0.000423056685019417,0.0187809825796873,-0.53882978318752
"ENSMUSG00000033961","ENSMUSG00000033961","zinc finger protein 446 [Source:MGI Symbol;Acc:MGI:2442185]","Zfp446","7","protein_coding",-0.135356650333161,3.76325736555572,-3.70173787115232,0.000423240216463359,0.0187809825796873,-0.269800594564243
"ENSMUSG00000046516","ENSMUSG00000046516","cytochrome c oxidase assembly protein 17, copper chaperone [Source:MGI Symbol;Acc:MGI:1333806]","Cox17","16","protein_coding",-0.173823058219964,2.44989886803251,-3.70171891117541,0.000423266637096152,0.0187809825796873,-0.104738515051276
"ENSMUSG00000035725","ENSMUSG00000035725","protein kinase, X-linked [Source:MGI Symbol;Acc:MGI:1309999]","Prkx","X","protein_coding",-0.105123199069809,4.05845072106853,-3.70078279530623,0.000424573067672465,0.0187809825796873,-0.316612876154631
"ENSMUSG00000032607","ENSMUSG00000032607","aminomethyltransferase [Source:MGI Symbol;Acc:MGI:3646700]","Amt","9","protein_coding",-0.129254484614505,4.81967507454194,-3.70048180034298,0.000424993948558648,0.0187809825796873,-0.450113537017488
"ENSMUSG00000058979","ENSMUSG00000058979","haloacid dehalogenase like hydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:2136976]","Hdhd5","6","protein_coding",-0.105709954787614,5.0037181435583,-3.6995420425893,0.00042631057263157,0.0187839189260685,-0.495100837248398
"ENSMUSG00000030619","ENSMUSG00000030619","embryonic ectoderm development [Source:MGI Symbol;Acc:MGI:95286]","Eed","7","protein_coding",-0.107757426745636,3.64801364199859,-3.69445637144712,0.000433503476349121,0.0189894744377421,-0.28199783592264
"ENSMUSG00000018543","ENSMUSG00000018543","RIKEN cDNA 1700001P01 gene [Source:MGI Symbol;Acc:MGI:1919465]","1700001P01Rik","11","protein_coding",-0.457562736734943,-1.56072716423868,-3.69198308718391,0.000437043241163776,0.019025996117652,-0.801564799238945
"ENSMUSG00000031659","ENSMUSG00000031659","adenylate cyclase 7 [Source:MGI Symbol;Acc:MGI:102891]","Adcy7","8","protein_coding",-0.203665262935037,2.90368574921359,-3.69122336029857,0.000438136083641104,0.019025996117652,-0.225905377677952
"ENSMUSG00000024383","ENSMUSG00000024383","mitogen-activated protein kinase kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346873]","Map3k2","18","protein_coding",-0.136664726820175,5.11466419573382,-3.68877892629451,0.00044167002743838,0.0191241849056532,-0.507678361487173
"ENSMUSG00000022858","ENSMUSG00000022858","transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016]","Tra2b","16","protein_coding",-0.0744238747136317,5.6779986431002,-3.6814905233276,0.000452368963501753,0.0193797465854947,-0.585185310441775
"ENSMUSG00000022387","ENSMUSG00000022387","bromodomain containing 1 [Source:MGI Symbol;Acc:MGI:1924161]","Brd1","15","protein_coding",-0.0546235297452897,6.18925110714441,-3.68124643060048,0.000452731517571291,0.0193797465854947,-0.606140201350499
"ENSMUSG00000040721","ENSMUSG00000040721","zinc finger homeobox 2 [Source:MGI Symbol;Acc:MGI:2686934]","Zfhx2","14","protein_coding",-0.103312956092262,6.72574055484779,-3.67710010802758,0.000458932574091999,0.0195798749131952,-0.619574084860995
"ENSMUSG00000061371","ENSMUSG00000061371","zinc finger protein 873 [Source:MGI Symbol;Acc:MGI:3040689]","Zfp873","10","protein_coding",-0.167624896592884,2.23303080026305,-3.67467322331832,0.000462599582401265,0.0195798749131952,-0.15362381644333
"ENSMUSG00000001998","ENSMUSG00000001998","adaptor-related protein complex AP-4, epsilon 1 [Source:MGI Symbol;Acc:MGI:1336993]","Ap4e1","2","protein_coding",-0.137140841254446,3.83110159193541,-3.6745557589949,0.000462777776856169,0.0195798749131952,-0.376396133318441
"ENSMUSG00000000600","ENSMUSG00000000600","KRIT1, ankyrin repeat containing [Source:MGI Symbol;Acc:MGI:1930618]","Krit1","5","protein_coding",-0.107662166630801,5.60025540959321,-3.67380219718719,0.000463922493783527,0.0195798749131952,-0.610450456812
"ENSMUSG00000032534","ENSMUSG00000032534","centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560]","Cep63","9","protein_coding",-0.0892495438327705,4.79458887262881,-3.67114000362385,0.00046798820781794,0.0196411252024149,-0.547871296439296
"ENSMUSG00000001521","ENSMUSG00000001521","tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]","Tulp3","6","protein_coding",-0.101052303245636,4.73926425146481,-3.66890969258004,0.00047142046305435,0.0196828160297372,-0.528307131716793
"ENSMUSG00000037896","ENSMUSG00000037896","REST corepressor 1 [Source:MGI Symbol;Acc:MGI:106340]","Rcor1","12","protein_coding",-0.103738741246799,4.95489865189976,-3.66731453105575,0.000473889975209708,0.0197235370568583,-0.56075267919041
"ENSMUSG00000024404","ENSMUSG00000024404","RIO kinase 3 [Source:MGI Symbol;Acc:MGI:1914128]","Riok3","18","protein_coding",-0.0894837266118946,5.9327142180582,-3.66087590426428,0.000483983624679659,0.0199208498610539,-0.662331020700101
"ENSMUSG00000057894","ENSMUSG00000057894","zinc finger protein 329 [Source:MGI Symbol;Acc:MGI:1921283]","Zfp329","7","protein_coding",-0.10321087914499,5.0856610835998,-3.66007086577889,0.00048525996999306,0.0199208498610539,-0.605745058241921
"ENSMUSG00000034551","ENSMUSG00000034551","highly divergent homeobox [Source:MGI Symbol;Acc:MGI:2685226]","Hdx","X","protein_coding",-0.187589023596443,2.47503946780161,-3.65885284227955,0.000487197177755001,0.0199458790075446,-0.240382841841929
"ENSMUSG00000039929","ENSMUSG00000039929","URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146468]","Urb1","16","protein_coding",-0.107565144303439,4.30897593835101,-3.65784472819493,0.000488806103855744,0.019955531545514,-0.518634336759971
"ENSMUSG00000032580","ENSMUSG00000032580","RNA binding motif protein 5 [Source:MGI Symbol;Acc:MGI:1933204]","Rbm5","9","protein_coding",-0.0970125432836229,7.39640470086627,-3.65704299615383,0.000490089260585336,0.019955531545514,-0.663359417773671
"ENSMUSG00000029068","ENSMUSG00000029068","cyclin L2 [Source:MGI Symbol;Acc:MGI:1927119]","Ccnl2","4","protein_coding",-0.143399955775263,6.82387236136064,-3.65376097495703,0.000495375597768251,0.0200620440875147,-0.6904482390284
"ENSMUSG00000066892","ENSMUSG00000066892","F-box and leucine-rich repeat protein 12 [Source:MGI Symbol;Acc:MGI:1354738]","Fbxl12","9","protein_coding",-0.142892469329176,3.41315431423649,-3.65137631495126,0.000499250574109606,0.0200723573301018,-0.383155908406097
"ENSMUSG00000038070","ENSMUSG00000038070","centlein, centrosomal protein [Source:MGI Symbol;Acc:MGI:2443104]","Cntln","4","protein_coding",-0.117906064809183,3.65302530205177,-3.65113883496316,0.000499638046020503,0.0200723573301018,-0.424220949102937
"ENSMUSG00000014039","ENSMUSG00000014039","PR domain containing 15 [Source:MGI Symbol;Acc:MGI:1930121]","Prdm15","16","protein_coding",-0.118339946671401,4.65742935984605,-3.64492970722496,0.000509871062871459,0.0204288339190498,-0.592737828809443
"ENSMUSG00000036931","ENSMUSG00000036931","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]","Nfkbid","7","protein_coding",-0.213661716003019,1.62894038321809,-3.64349411935136,0.000512265239326015,0.0204701734597696,-0.228822795034204
"ENSMUSG00000049739","ENSMUSG00000049739","zinc finger protein 646 [Source:MGI Symbol;Acc:MGI:3665412]","Zfp646","7","protein_coding",-0.0903558931771409,5.20958499917124,-3.63973659105216,0.000518582564762869,0.0206676473091833,-0.675253565204269
"ENSMUSG00000040209","ENSMUSG00000040209","zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715]","Zfp704","3","protein_coding",-0.0884375988264834,6.44756110398889,-3.63875937993407,0.000520237607535398,0.0206787567545485,-0.738265964356875
"ENSMUSG00000031681","ENSMUSG00000031681","SMAD family member 1 [Source:MGI Symbol;Acc:MGI:109452]","Smad1","8","protein_coding",-0.0962691142522853,4.26211851998705,-3.63575886719172,0.000525350870873793,0.0208269045775165,-0.57299185971765
"ENSMUSG00000024561","ENSMUSG00000024561","methyl-CpG binding domain protein 1 [Source:MGI Symbol;Acc:MGI:1333811]","Mbd1","18","protein_coding",-0.0769780436456573,5.91553670683035,-3.63287444254941,0.000530311374022775,0.0209624875775778,-0.746714419083742
"ENSMUSG00000037139","ENSMUSG00000037139","myomesin family, member 3 [Source:MGI Symbol;Acc:MGI:2685280]","Myom3","4","protein_coding",-0.347777575829327,0.780269487061251,-3.63099101509505,0.000533574430274931,0.0209624875775778,-0.284214273617929
"ENSMUSG00000024293","ENSMUSG00000024293","establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1925055]","Esco1","18","protein_coding",-0.126137183631832,4.06901558076455,-3.63079804942544,0.000533909822201646,0.0209624875775778,-0.564088926142436
"ENSMUSG00000039735","ENSMUSG00000039735","formin binding protein 1-like [Source:MGI Symbol;Acc:MGI:1925642]","Fnbp1l","3","protein_coding",-0.310252539003453,5.98759822882599,-3.63155254489909,0.000534351596819453,0.0209624875775778,-0.741835719994009
"ENSMUSG00000031939","ENSMUSG00000031939","TATA-box binding protein associated factor, RNA polymerase I, D [Source:MGI Symbol;Acc:MGI:1922566]","Taf1d","9","protein_coding",-0.152552430060325,3.64330032611187,-3.62494281971368,0.000544182675863225,0.0212925643355337,-0.494265346068241
"ENSMUSG00000059708","ENSMUSG00000059708","A kinase (PRKA) anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]","Akap17b","X","protein_coding",-0.10754388446318,4.26776262272968,-3.62262791945378,0.000548295760478045,0.021363231267105,-0.627737375996328
"ENSMUSG00000026309","ENSMUSG00000026309","integrin-linked kinase-associated serine/threonine phosphatase 2C [Source:MGI Symbol;Acc:MGI:1914694]","Ilkap","1","protein_coding",-0.0815930061311372,5.31431394251947,-3.62055443329882,0.000552005000734016,0.0214312019018827,-0.749543577507924
"ENSMUSG00000015697","ENSMUSG00000015697","SET domain, bifurcated 1 [Source:MGI Symbol;Acc:MGI:1934229]","Setdb1","3","protein_coding",-0.0927576158216139,5.73231454306469,-3.61095420145018,0.0005694920941164,0.0218721602573498,-0.805718074482136
"ENSMUSG00000056216","ENSMUSG00000056216","CCAAT/enhancer binding protein (C/EBP), gamma [Source:MGI Symbol;Acc:MGI:104982]","Cebpg","7","protein_coding",-0.0704115485454011,4.98719550460725,-3.61033653837568,0.000570635040685011,0.0218721602573498,-0.755821932600845
"ENSMUSG00000027263","ENSMUSG00000027263","tubulin, gamma complex associated protein 4 [Source:MGI Symbol;Acc:MGI:1196293]","Tubgcp4","2","protein_coding",-0.0886565820095022,4.19499729712269,-3.61033311270641,0.000570641385749158,0.0218721602573498,-0.648309547188346
"ENSMUSG00000028572","ENSMUSG00000028572","hook microtubule tethering protein 1 [Source:MGI Symbol;Acc:MGI:1925213]","Hook1","4","protein_coding",-0.167488508407716,5.98382728272155,-3.60980538284006,0.000572269483075018,0.0218787505933897,-0.823156601612705
"ENSMUSG00000019970","ENSMUSG00000019970","serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]","Sgk1","10","protein_coding",-0.322443281039762,5.82371297215349,-3.60902744760018,0.000574911182365094,0.0218904250102717,-0.813734843493628
"ENSMUSG00000015093","ENSMUSG00000015093","chloride intracellular channel 3 [Source:MGI Symbol;Acc:MGI:1916704]","Clic3","2","protein_coding",-0.346112203158072,0.965658901702738,-3.60587512486819,0.000578955629297953,0.0219347855840774,-0.358879509997277
"ENSMUSG00000026491","ENSMUSG00000026491","AT hook containing transcription factor 1 [Source:MGI Symbol;Acc:MGI:1915033]","Ahctf1","1","protein_coding",-0.0985238538772508,5.78638448297428,-3.60379169812463,0.00058288064486873,0.0220044766059112,-0.824306399023322
"ENSMUSG00000040701","ENSMUSG00000040701","adaptor protein complex AP-1, gamma 2 subunit [Source:MGI Symbol;Acc:MGI:1328307]","Ap1g2","14","protein_coding",-0.210093250336683,3.34961845623934,-3.60231083100043,0.00058568585439569,0.0220549623115169,-0.479718506997682
"ENSMUSG00000062127","ENSMUSG00000062127","CTTNBP2 N-terminal like [Source:MGI Symbol;Acc:MGI:1933137]","Cttnbp2nl","3","protein_coding",-0.126113247679358,4.89304010450309,-3.59935579958589,0.000591321987170036,0.0221677565137904,-0.775587424724439
"ENSMUSG00000030279","ENSMUSG00000030279","C2 calcium-dependent domain containing 5 [Source:MGI Symbol;Acc:MGI:1921991]","C2cd5","6","protein_coding",-0.113373895308757,6.26246589897929,-3.59817584774298,0.000593586884562079,0.0221677565137904,-0.860979269327418
"ENSMUSG00000056211","ENSMUSG00000056211","R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]","R3hdm1","1","protein_coding",-0.162961687410363,8.06513106741584,-3.59763805024599,0.000594698075661944,0.0221677565137904,-0.796470755377446
"ENSMUSG00000024943","ENSMUSG00000024943","structural maintenance of chromosomes 5 [Source:MGI Symbol;Acc:MGI:2385088]","Smc5","19","protein_coding",-0.110305935427466,4.97607490761731,-3.59742291257321,0.000595036438676775,0.0221677565137904,-0.79324848111979
"ENSMUSG00000016946","ENSMUSG00000016946","potassium channel tetramerisation domain containing 5 [Source:MGI Symbol;Acc:MGI:1916509]","Kctd5","17","protein_coding",-0.0956682157243147,4.58931545454438,-3.59624678218936,0.000597307466160221,0.0221677565137904,-0.713565697756715
